H	1.000E+12
He	8.511E+10
C	2.692E+08
N	6.761E+07
O	4.898E+08
Ne	8.511E+07
Mg	3.981E+07
Al	2.818E+06
Si	3.236E+07
Fe	3.162E+07
Ca	2.188E+06
Ti	8.913E+04
F	3.631E+04
Cl	3.162E+05
S	1.318E+07
Na	1.738E+06
Ar	2.512E+06
Cr	4.365E+05
Ni	1.660E+06
P	2.570E+05
K	1.072E+05
Co	9.772E+04
Mn	2.692E+05
