H	2.79e+10
He	2.72e+09
C	1.01e7
N	3.13e+06
O	2.38e+07
Ne	3.44e+06
Mg	1.07e+06
Al	8.49e+04
Si	1.e6
Fe	9.0e+5
Ca	6.11e+4
Ti	2.4e3
F	843.
Cl	5240.
S	5.15e+5
Na	5.74e+4
Ar	1.01e5
Cr	1.35e4
Ni	4.93e4
P	1.04e4
K	3.77e3
Co	2.25e3
Mn	9.55e3
