H	0.
He	0.
C	0.
N	0.
O	0.
Ne	0.
Mg	0.
Al	0.
Si	0. 
Fe	0.
Ca	0.
Ti	0.
F	0.
Cl	0.
S	0.
Na	0.
Ar	0.
Cr	0.
Ni	0.
P	0.
K	0.
Co	0.
Mn	0.
